"ID","forte1","fermata1","pause1","forte2","fermata2","pause2","piano1"
10,0.578106156043838,2.28380550753952,0.68026920640136,0.553081799008579,3.25230736928373,0.825387306407986,1.68171990657
100,0.620976855240057,1.79813298082556,0.526952968570567,0.559285780875331,1.78020196919467,0.702908693553017,1.75315052070191
101,0.638115543126447,2.02491120368343,0.495762860647787,0.706102767443388,2.56591171475694,0.388873712982237,1.61033341863657
102,0.616139431388974,1.89911331067361,0.269073549150881,0.544366091497949,2.36717715194122,0.418939265739237,1.61909029303689
103,0.55530655130704,2.10281524943475,0.359316003786908,0.555089075886652,2.62174218982314,0.683698230971324,1.76380356941555
105,0.65590737041691,1.81635887192375,0.234150090183656,0.643190995971517,2.14458577167605,0.464445495022989,2.04591879276572
11,0.655220503228715,1.84089257327198,0.363733792487965,0.73587107281056,2.54135057646197,0.292901422371887,1.83494126368271
13,0.86148307446919,2.55139543973114,0.918652854689473,0.911586294268785,3.8801580491559,0.983105646101313,1.7722141192746
15,0.622273684547728,2.26228470363613,0.291338031765722,0.570728534127837,2.59290518590154,0.130416606310331,1.72257542732499
16,0.558244456456791,2.52150866849023,0.382616987009711,0.633513371934112,3.27423145884171,0.111764785047427,1.61602280100394
17,0.483133740862887,2.10821996012896,0.24755613168181,0.46222257865064,2.52699458940352,0.538545998052826,1.57736067547742
19,0.49775439931443,1.69710547575777,0.341317302387038,0.625748387709569,2.43735938917743,0.428941340923153,1.66695467103555
2,0.670647464290006,2.51013765205688,0.394880899577407,0.725916323025239,3.03781701223622,0.914998875085158,1.78714417905954
20,0.571279600522006,2.51431440948308,0.236037679257596,0.585245204184925,2.66196429799419,0.572197933213703,1.68100545936989
21,0.58100006436064,2.06239813422259,0.692688015601429,0.639626563834876,2.25707304709548,1.22021515341455,2.0665338094093
22,0.53641121834533,3.0078027017236,0.280456624154264,0.570956664619207,3.30284122679649,0.36130448810283,1.73307042919654
23,0.595051269347029,2.007401872496,0.284377995874471,0.544597393834757,2.13023771609199,0.324323185355482,1.72586922420899
24,0.681711573618999,2.51184495202693,0.403783008989715,0.600966084393443,2.84618521712201,0.552984699031318,1.66231636605029
25,0.790820769546416,2.1393582159458,0.56682361793192,0.771469673414688,2.27239321201974,0.650439832694037,2.14377768342044
26,0.79490128797359,1.86681363084707,0.415516582349832,0.79490128797359,1.96918728157094,0.902515271889523,1.99026420966115
27,0.638635855090088,1.77017857820273,0.450045401237981,0.597984954404,1.66295741848205,0.532549127229466,1.72583690757889
28,0.592978187380645,1.83726028549085,0.330512432310524,0.546050931201119,2.13249071282285,0.353933460383448,1.59422824091712
31,0.531893896128906,1.6904025192042,0.43950451035215,0.523756061511652,2.10084375784118,0.564946154296423,1.72712079290709
35,0.594672699606299,1.7840180988189,0.522277762262924,0.550641238416453,1.70149421225116,0.849356840951403,1.73375995932071
40,0.539332992633,2.00813419079879,0.406934681835877,0.521214641343156,2.70181824221096,0.635270996425973,1.73237375635632
41,0.736739278391513,2.04111247449111,0.229893662363526,0.762968149194145,2.4372222489144,0.658753502530139,1.91255481918468
42,0.521300303564319,2.13749591302808,0.379903058939226,0.507647314396506,2.93444965050601,0.674217096943394,1.66948995433602
43,0.571351328588703,1.38114061320261,0.557854840511805,0.478298655045354,1.74000632436356,0.616056293220611,1.90403937046154
45,0.701353565359692,1.92109889642003,0.442157682509371,0.60224925721104,2.40137362052503,0.754717423593581,2.03544698109513
48,0.631836043835369,2.84583063646174,0.400676515602917,0.628813077682297,2.90004626283958,0.536236539256254,1.88380357906598
49,0.654556774550976,2.09458167856312,1.31565911684746,0.75535515536686,2.75353227011353,2.05996488069989,1.83877018299273
50,0.507835671965242,1.80803905905356,0.461013943344333,0.535757809468098,1.80871353165114,0.756279800880556,1.82227837465509
51,0.565477791819149,1.49512005688873,0.237259395360723,0.643463305338954,1.70889583579609,0.526578368006934,1.8363827358819
52,0.601101680784327,2.14068809357751,0.718947132001692,0.594084075545229,2.37152979671534,0.653684743318374,2.03516075074098
55,0.651931824668899,3.12792913226915,0.118874153408518,0.650345489764072,2.84914596875977,0.305506424242413,1.95725320891735
